index,n(SMILES),PCE_ave(%),ROMol,p(SMILES),ROMol
599,O=C(C(C=C(Cl)C(Cl)=C1)=C1C/2=C(C#N)\C#N)C2=C/C3=CC([Si]4(CCCCCCCCC)CCCCCCCC)=C(S3)C5=C4C6=C(CCCCCC)C(SC7=C8[Si](CCCCCCCC)(CCCCCCCC)C9=C7SC(/C=C%10C(C(C=C(Cl)C(Cl)=C%11)=C%11C\%10=C(C#N)\C#N)=O)=C9)=C8C(CCCCCC)=C6S5,7.7,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1150>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300b70>
600,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,2.13,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db11b0>,CCCCC(CC)CC(S1)=CC=C1C2=C3C(C=C(C(S4)=C(C(C5=C(CCCCCCCC)SC(CCCCCCCC)=C5C6=O)=O)C6=C4C)S3)=C(C7=CC=C(CC(CC)CCCC)S7)C8=C2C=C(C)S8,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300bd0>
601,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,9.01,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1210>,CCCCC(CC)CC(S1)=CC=C1C2=C3C(C=C(C(S4)=CC=C4C(S5)=C(C(C6=C(CCCCCCCC)SC(CCCCCCCC)=C6C7=O)=O)C7=C5C8=CC=C(C)S8)S3)=C(C9=CC=C(CC(CC)CCCC)S9)C%10=C2C=C(C)S%10,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300c30>
602,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,9.22,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1270>,CCCCC(CC)CC(S1)=CC=C1C2=C3C(C=C(C4=C(CCCCCC)C(S5)=C(S4)C=C5C(S6)=C(C(C7=C(CCCCCCCC)SC(CCCCCCCC)=C7C8=O)=O)C8=C6C9=CC%10=C(C(CCCCCC)=C(C)S%10)S9)S3)=C(C%11=CC=C(CC(CC)CCCC)S%11)C%12=C2C=C(C)S%12,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300c90>
603,CCCCCCC(C=C1)=CC=C1C2(CCCCCCCC)C3=CC4=C(C(C5=C4SC(/C=C6C(C(C=CC(C)=C7)=C7C\6=C(C#N)\C#N)=O)=C5)(CCCCCCCC)C8=CC=C(CCCCCC)C=C8)C=C3C9=C2C=C(/C=C%10C(C(C=CC(C)=C%11)=C%11C\%10=C(C#N)/C#N)=O)S9,9.91,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db12d0>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300cf0>
604,CCCCCCC(C=C1)=CC=C1C2(CCCCCCCC)C3=CC4=C(C(C5=C4SC6=C5SC(/C=C7C(C(C=CC(C)=C8)=C8C\7=C(C#N)\C#N)=O)=C6)(CCCCCCCC)C9=CC=C(CCCCCC)C=C9)C=C3C%10=C2C(SC(/C=C%11C(C(C=CC(C)=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10,11.01,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1330>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300d50>
605,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC(C)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,8.05,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1390>,CC(S1)=CC=C1C(C2=NN(CC(CCCCCC)CCCC)N=C23)=C(F)C(F)=C3C4=CC=C(S4)C5=CC(OC(CCCCCCCC)(CCCCCCCC)C6=C7SC(C)=C6)=C7S5,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300db0>
606,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC(C)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC(C)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,10.24,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db13f0>,CC(S1)=CC=C1C(C2=NN(CC(CCCCCC)CCCC)N=C23)=C(F)C(F)=C3C4=CC=C(S4)C5=CC(SC(CCCCCCCC)(CCCCCCCC)C6=C7SC(C)=C6)=C7S5,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300e10>
607,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C3C4=C(C5=C6C=C(C(N(C(CCCCCC)CCCCCC)C7=O)=O)C8=C7C=CC3=C58)C(C9=C6OC(C(O%10)=CC%11=C%10C%12=C%13C%14=C(C%15=CC=C(C(N(C(CCCCCC)CCCCCC)C%16=O)=O)C%17=C%16C=C%11C%13=C%15%17)C=CC%18=C%14C(C(N(C(CCCCCC)CCCCCC)C%18=O)=O)=C%12)=C9)=CC1=C42,0.15,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1450>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300e70>
608,O=C(N(C(CCCCCC)CCCCCC)C1=O)C2=CC=C3C4=C(C5=C6C=C(C(N(C(CCCCCC)CCCCCC)C7=O)=O)C8=C7C=CC3=C58)C(C9=C6OC(C%10=CC%11=C(C=C%10)C%12=CC=C(C(O%13)=CC%14=C%13C%15=C%16C%17=C(C%18=CC=C(C(N(C(CCCCCC)CCCCCC)C%19=O)=O)C%20=C%19C=C%14C%16=C%18%20)C=CC%21=C%17C(C(N(C(CCCCCC)CCCCCC)C%21=O)=O)=C%15)C=C%12C%11(CCCCCCCC)CCCCCCCC)=C9)=CC1=C42,6.33,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db14b0>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300ed0>
609,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(F)C(F)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,9.95,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1510>,CC(S1)=CC(F)=C1C2=C(F)C=C(C3=C(OCCCCCCCC)C(OCCCCCCCC)=C(C)C4=NON=C43)S2,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300f30>
610,CCCCCCC1(CCCCCC)C2=C(SC(/C=C3C(C(C=C(Cl)C(Cl)=C4)=C4C\3=C(C#N)\C#N)=O)=C2)C5=C1C=C(C(S6)=CC7=C6C(SC(/C=C8C(C(C=C(Cl)C(Cl)=C9)=C9C\8=C(C#N)/C#N)=O)=C%10)=C%10C7(CCCCCC)CCCCCC)S5,9.13,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1570>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5300f90>
611,CCCCCCC1(CCCCCC)C2=C(SC(/C=C3C(C(C=C(F)C(F)=C4)=C4C\3=C(C#N)\C#N)=O)=C2)C5=C1C=C(C(S6)=CC7=C6C(SC(/C=C8C(C(C=C(F)C(F)=C9)=C9C\8=C(C#N)/C#N)=O)=C%10)=C%10C7(CCCCCC)CCCCCC)S5,9.29,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db15d0>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5301030>
612,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,6.5,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1630>,CC1=CC2=CC(C3=CC=C(C4=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(S4)C(C5=NSN=C5C(C(S6)=CC(CC(CCCCCCCC)CCCCCCCCCC)=C6C)=C7F)=C7F)S3)=CC=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5301090>
613,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)/C#N)=O)=C7)=C5,7.8,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1690>,CC1=CC2=CC(C3=CC=C(C4=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(S4)C(C5=NSN=C5C(C(S6)=CC(CC(CCCCCCCC)CCCCCCCCCC)=C6C)=C7F)=C7F)S3)=CC=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53010f0>
614,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,6.8,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db16f0>,CC1=CC2=CC=C(C3=CC=C(C4=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(S4)C(C5=NSN=C5C(C(S6)=CC(CC(CCCCCCCC)CCCCCCCCCC)=C6C)=C7F)=C7F)S3)C=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5301150>
615,O=C(C(C=CC=C1)=C1C/2=C(C#N)\C#N)C2=C/C(S3)=CC4=C3C5=C(C4(CCCCCC)CCCCCC)C=C6C(C(CCCCCC)(CCCCCC)C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)/C#N)=O)=C7)=C5,6.4,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1750>,CC1=CC2=CC=C(C3=CC=C(C4=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(S4)C(C5=NSN=C5C(C(S6)=CC(CC(CCCCCCCC)CCCCCCCCCC)=C6C)=C7F)=C7F)S3)C=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53011b0>
616,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,8.46,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db17b0>,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5301210>
617,O=C(/C(S1)=C/C(C2=NSN=C32)=CC=C3C(S4)=CC5=C4C6=CC(C(CC(CC)CCCC)(CC(CC)CCCC)C7=C8SC(C9=CC=C(/C=C%10SC(N(CC)C\%10=O)=S)C%11=NSN=C9%11)=C7)=C8C=C6C5(CC(CC)CCCC)CC(CC)CCCC)N(CC)C1=S,9.18,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1810>,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5301270>
618,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,11.31,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1870>,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53012d0>
619,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=CC=C6)=C6C/5=C(C#N)/C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=C(C=C(/C=C%12\C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)\C#N)S%11)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,4.88,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db18d0>,CC1=CC(C(S1)=C2C3=CC=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(CC(CC)CCCC)S9,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5301330>
620,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C(C=C5C(C(C=CC=C6)=C6/C5=C(C#N)/C#N)=O)=CS4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=C(C(/C=C%12\C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)\C#N)=CS%11)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,10.26,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1930>,CC1=CC(C(S1)=C2C3=CC=C(CC(CC)CCCC)S3)=C(C4=C2C=C(C5=CC=C(C6=C(F)C(F)=C(C7=CC=C(C)S7)C8=NN(CC(CCCCCC)CCCCCCCC)N=C68)S5)S4)C9=CC=C(CC(CC)CCCC)S9,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5301390>
621,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=CC=C6)=C6C/5=C(C#N)/C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=C(C=C(/C=C%12\C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)\C#N)S%11)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,3.27,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1990>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53013f0>
622,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C(C=C5C(C(C=CC=C6)=C6/C5=C(C#N)/C#N)=O)=CS4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C%11=C(C(/C=C%12\C(C%13=C(C%12=O)C=CC=C%13)=C(C#N)\C#N)=CS%11)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,8.43,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db19f0>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5301450>
623,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15S%12,8.01,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1a50>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C(S6)=CC7=C6C=C(C8=C(C(N9CC(CCCCCCCC)CCCCCCCCCC)=O)C(C9=O)=C(C%10=CC%11=C(C=C(C(SC%12=C%13C%14=CC=C(CC(CC)CCCC)S%14)=CC%12=C(C%15=CC=C(CC(CC)CCCC)S%15)C%16=C%13C=C(C%17=C%18C(C(F)=C(C(OCC(CC)CCCC)=O)S%18)=C(C)S%17)S%16)S%11)S%10)N8CCCCCCCC)S7)S5,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53014b0>
624,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,8.58,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1ab0>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(C(S6)=CC7=C6C=C(C8=C(C(N9CC(CCCCCCCC)CCCCCCCCCC)=O)C(C9=O)=C(C%10=CC%11=C(C=C(C(SC%12=C%13C%14=CC=C(CC(CC)CCCC)S%14)=CC%12=C(C%15=CC=C(CC(CC)CCCC)S%15)C%16=C%13C=C(C%17=C%18C(C(F)=C(C(OCC(CC)CCCC)=O)S%18)=C(C)S%17)S%16)S%11)S%10)N8CCCCCCCC)S7)S5,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5301510>
625,CCCCCCC(C=C1)=CC=C1C(C2=C3SC(C4=C(OCC(CC)CCCC)C=C(/C=C5C(C(C=C(F)C(F)=C6)=C6C\5=C(C#N)\C#N)=O)S4)=C2)(C7=CC=C(CCCCCC)C=C7)C8=C3C=C(C(C9=C%10SC(C(S%11)=C(C=C%11/C=C%12/C(C(C=C%13F)=C(C%12=O)C=C%13F)=C(C#N)/C#N)OCC(CCCC)CC)=C9)(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C%10=C8,10.0,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1b10>,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5301570>
626,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5[Se]C7=C6SC(/C=C8C(C(C=CC=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=CC=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15[Se]%12,7.17,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1b70>,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c53015d0>
627,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5[Se]C7=C6SC(/C=C8C(C(C=C(Cl)C(Cl)=C9)=C9C\8=C(C#N)\C#N)=O)=C7)(C%10=CC=C(CCCCCC)C=C%10)C%11=CC=C(CCCCCC)C=C%11)C=C4C%12=C2C(SC(/C=C%13C(C(C=C(Cl)C(Cl)=C%14)=C%14C\%13=C(C#N)/C#N)=O)=C%15)=C%15[Se]%12,12.91,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1bd0>,CC(SC1=C2C3=CC(F)=C(CC(CC)CCCC)S3)=CC1=C(C4=CC(F)=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5301630>
628,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC7=C6N(CC(CCCC)CCCCCC)C8=C7SC(/C=C9C(C(C=CC=C%10)=C%10C\9=C(C#N)\C#N)=O)=C8)(C%11=CC=C(CCCCCC)C=C%11)C%12=CC=C(CCCCCC)C=C%12)C=C4C%13=C2C(N(CC(CCCCCC)CCCC)C%14=C%15SC(/C=C%16C(C(C=CC=C%17)=C%17C\%16=C(C#N)/C#N)=O)=C%14)=C%15S%13,3.81,<rdkit.Chem.rdchem.Mol object at 0x7fe8c6db1c30>,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,<rdkit.Chem.rdchem.Mol object at 0x7fe8c5301690>
